station,t0,t1,duration_hours,variable_expr,scalar_variable_count,variable_families,flag,comment,issue,issue_title,issue_url,relevance,commented_out,usable_for_pmldp_triage
EGP,2017-10-27T00:00:00+00:00,2017-12-22T00:00:00+00:00,1344.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2017-12-27T00:00:00+00:00,2018-01-15T00:00:00+00:00,456.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2018-01-20T00:00:00+00:00,2018-02-08T00:00:00+00:00,456.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2018-02-13T00:00:00+00:00,2018-02-22T00:00:00+00:00,216.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2018-09-11T00:00:00+00:00,2018-09-13T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2018-10-05T00:00:00+00:00,2018-10-21T00:00:00+00:00,384.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2018-10-24T00:00:00+00:00,2018-10-27T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2018-10-30T00:00:00+00:00,2018-11-17T00:00:00+00:00,432.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2018-11-24T00:00:00+00:00,2018-11-28T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2018-12-03T00:00:00+00:00,2019-01-09T00:00:00+00:00,888.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2019-01-22T00:00:00+00:00,2019-04-04T00:00:00+00:00,1728.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2019-10-11T00:00:00+00:00,2019-10-18T00:00:00+00:00,168.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2019-10-28T00:00:00+00:00,2019-11-15T00:00:00+00:00,432.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2019-11-19T00:00:00+00:00,2019-11-28T00:00:00+00:00,216.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2019-12-01T00:00:00+00:00,2019-12-04T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2019-12-07T00:00:00+00:00,2020-01-07T00:00:00+00:00,744.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2020-01-01T00:00:00+00:00,,,z_stake,0,,NAN,manually flagged by bav,,,,other_manual_flag,0,0
EGP,2020-01-11T00:00:00+00:00,2020-01-23T00:00:00+00:00,288.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2020-01-31T00:00:00+00:00,2020-02-06T00:00:00+00:00,144.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2020-02-13T00:00:00+00:00,2020-02-20T00:00:00+00:00,168.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2020-02-25T00:00:00+00:00,2020-03-16T00:00:00+00:00,480.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2020-03-20T00:00:00+00:00,2020-04-01T00:00:00+00:00,288.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2020-09-13T00:00:00+00:00,2020-09-15T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2020-10-03T00:00:00+00:00,2020-10-07T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2020-10-14T00:00:00+00:00,2020-10-16T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2020-10-19T00:00:00+00:00,2021-04-24T00:00:00+00:00,4488.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2021-09-21T00:00:00+00:00,2021-09-25T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2021-11-07T00:00:00+00:00,2021-11-09T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2021-11-14T00:00:00+00:00,2021-11-18T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2021-12-08T00:00:00+00:00,2021-12-17T00:00:00+00:00,216.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2021-12-22T00:00:00+00:00,2021-12-27T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2022-01-05T00:00:00+00:00,2022-01-21T00:00:00+00:00,384.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2022-02-28T00:00:00+00:00,2022-03-06T00:00:00+00:00,144.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2022-09-09T00:00:00+00:00,2022-09-16T00:00:00+00:00,168.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2022-09-29T00:00:00+00:00,2022-10-07T00:00:00+00:00,192.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2022-10-10T00:00:00+00:00,2022-10-15T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2022-10-28T00:00:00+00:00,2022-12-01T00:00:00+00:00,816.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2022-12-17T00:00:00+00:00,2022-12-19T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2023-01-08T00:00:00+00:00,2023-01-20T00:00:00+00:00,288.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2023-02-13T00:00:00+00:00,2023-02-15T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2023-02-20T00:00:00+00:00,2023-02-23T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2023-06-17T00:00:00+00:00,2023-06-22T00:00:00+00:00,120.0,z_boom_u,0,,NAN,manually flagged by bav,,,,other_manual_flag,0,0
EGP,2023-10-22T00:00:00+00:00,2023-11-02T00:00:00+00:00,264.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2023-11-07T00:00:00+00:00,2023-11-24T00:00:00+00:00,408.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2023-11-29T00:00:00+00:00,2023-12-01T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2023-12-04T00:00:00+00:00,2023-12-13T00:00:00+00:00,216.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2023-12-24T00:00:00+00:00,2023-12-29T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2024-01-02T00:00:00+00:00,2024-01-11T00:00:00+00:00,216.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2024-01-14T00:00:00+00:00,2024-01-19T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2024-02-06T00:00:00+00:00,2024-02-20T00:00:00+00:00,336.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
EGP,2024-10-13T00:00:00+00:00,2024-11-01T00:00:00+00:00,456.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
FRE,,,,,0,,,,,,,other_manual_flag,0,0
FRE,2019-08-30T00:00:00+00:00,,,,0,,,,,,,other_manual_flag,0,0
FRE,2025-11-01T00:00:00+00:00,,,,0,,,,,,,other_manual_flag,0,0
HUM,2022-06-19T00:00:00+00:00,2022-06-21T00:00:00+00:00,48.0,t_i_.*($),1,temperature,instrument settling (bav),https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/73,,,,other_manual_flag,0,0
HUM,2022-07-16T12:00:00+00:00,2022-07-22T00:00:00+00:00,132.0,t_i_.*($),1,temperature,percolation along string (bav),https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/73,,,,other_manual_flag,0,0
HUM,2022-10-04T00:00:00+00:00,2022-10-14T00:00:00+00:00,240.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
HUM,2022-11-02T00:00:00+00:00,2022-11-04T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
HUM,2023-09-29T00:00:00+00:00,2023-10-02T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
HUM,2023-12-23T00:00:00+00:00,2023-12-29T00:00:00+00:00,144.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
HUM,2024-01-05T00:00:00+00:00,2024-01-12T00:00:00+00:00,168.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
HUM,2024-01-16T00:00:00+00:00,2024-02-12T00:00:00+00:00,648.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
HUM,2024-02-15T00:00:00+00:00,2024-02-26T00:00:00+00:00,264.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
HUM,2024-02-29T00:00:00+00:00,2024-04-02T00:00:00+00:00,792.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
HUM,2024-05-21T14:00:00+00:00,2024-05-21T22:00:00+00:00,8.0,*,0,,CONFIRMED,2024 maintenance (bav),,,,other_manual_flag,0,0
HUM,2024-09-17T00:00:00+00:00,2024-09-20T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
HUM,2024-09-26T00:00:00+00:00,2024-09-28T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
HUM,2024-10-21T00:00:00+00:00,2024-10-26T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
HUM,2025-10-24T04:00:00+00:00,2025-11-10T13:00:00+00:00,417.0,z_boom_u,0,,NAN,Manually flagged by bav,,,,other_manual_flag,0,0
JAR,,2022-07-17T00:00:00+00:00,,z_pt,0,,NAN,by bav,,,,other_manual_flag,0,0
JAR,2021-07-01T00:00:00+00:00,2021-07-02T00:00:00+00:00,24.0,z_boom_u,0,,NAN,by bav,,,,other_manual_flag,0,0
JAR,2022-11-06T00:00:00+00:00,2022-11-09T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
JAR_O,,2022-11-01T00:00:00+00:00,,dsr,0,,NAN,unlikely low values (bav),,,,other_manual_flag,0,0
JAR_O,2022-01-01T00:00:00+00:00,2025-10-01T00:00:00+00:00,32856.0,z_pt,0,,CONFIRMED,very unlikely values (bav),,,,other_manual_flag,0,0
JAR_O,2024-01-18T00:00:00+00:00,2024-01-20T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
JAR_O,2024-05-02T00:00:00+00:00,2024-05-04T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
JAR_O,2024-08-22T00:00:00+00:00,2024-09-15T00:00:00+00:00,576.0,z_boom_u,0,,CONFIRMED,very sporadic values (bav),,,,other_manual_flag,0,0
KAN_L,2008-11-09T00:00:00+00:00,2008-11-14T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
KAN_L,2008-12-15T00:00:00+00:00,2008-12-17T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
KAN_L,2008-12-21T00:00:00+00:00,2008-12-24T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
KAN_L,2009-08-27T00:00:00+00:00,2010-06-01T00:00:00+00:00,6672.0,z_stake,0,,NAN,manually flagged by bav,,,,other_manual_flag,0,0
KAN_L,2009-09-17T00:00:00+00:00,2009-10-07T00:00:00+00:00,480.0,z_pt,0,,NAN,manually flagged by bav,,,,other_manual_flag,0,0
KAN_L,2009-10-03T00:00:00+00:00,2009-10-07T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
KAN_L,2009-10-31T00:00:00+00:00,2009-11-04T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
KAN_L,2009-11-18T00:00:00+00:00,2009-11-20T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
